sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
unclassified-kra_SRR26417010_.hist	480427980	77658231	17523259	6248972	3438352	2188727	1648265	1472375	1235659	630185	305120	224369	311941	515065	584834	186082	107270	44694	80969	199309	376472	117646	50979	14916	12224	39116	93096	248257	102042	51020	15116	4490	1795	206	64	3	221870	132037	26406	1466	487	198	104	38	5	0	0	0	0	293791
unclassified-kra_SRR26416998_.hist	469796328	105588233	21232829	7596365	4203020	2662945	1950654	1710895	673664	343567	375443	424249	589836	502676	260119	82764	73899	98653	207689	323583	209890	65589	28421	16506	35271	112868	203116	65409	21802	10900	148521	44129	17650	2035	646	39	10	158634	140813	7821	2606	1067	565	211	34	10	3	0	0	250911
unclassified-kra_SRR26417201_.hist	470061110	101472463	23229084	8148375	4332834	2765115	1618846	1446095	1687130	860435	416602	205457	190472	314500	390212	564659	423613	176504	28079	15286	26195	42885	203702	396088	23298	53879	128232	107275	35757	17877	5296	1572	628	71	129195	239032	68720	37483	7495	415	137	55	28	9	0	0	0	0	0	355004
unclassified-kra_SRR26417351_.hist	491706714	102578851	20412008	7406099	4184446	2646525	2304928	1378504	542785	578754	675100	762862	485122	268175	138771	200809	318525	425222	141190	76869	49860	63931	303674	218994	12881	7155	1614	518	295972	147985	43846	13027	5209	600	189	10	2	222933	136262	7569	2522	1032	547	204	33	10	3	0	0	279036
unclassified-kra_SRR26416967_.hist	476424738	96794182	21352426	7536310	4064164	2597289	1438525	1285016	1727127	880834	426478	210328	167178	276037	342489	495601	447760	186566	29679	16158	19885	32554	154631	300672	117069	65037	154788	53319	17772	8885	2631	780	311	34	128850	231993	66697	36379	7274	403	133	53	27	9	0	0	0	0	0	330639
unclassified-kra_SRR26417230_.hist	455050312	108193147	22567379	8023114	4389936	2788997	1822960	1628427	977804	498679	360172	406993	565844	578045	299120	95173	87221	116437	245131	295619	191752	59921	25965	50486	107882	181579	41000	13202	6915	96810	164758	48954	19580	2257	717	43	11	88590	201361	11185	3727	1526	809	302	49	15	5	0	0	248068
unclassified-kra_SRR26417209_.hist	483929625	98841979	21957267	7763033	4201814	2681149	1613950	1441721	1662402	847824	410496	202446	215007	355010	440475	544055	313630	130678	20788	31084	58715	96124	456589	133603	7858	16476	39212	104565	128970	64484	19105	5675	2269	260	81	288119	82833	45180	9035	500	165	67	34	11	0	0	0	0	0	344478
unclassified-kra_SRR26417311_.hist	496690970	91902153	19701632	7026243	3866493	2465082	1600103	1429352	1500332	765168	370476	182709	246956	407764	505929	389344	224444	93517	20626	50772	95901	157004	363587	106389	8167	26133	62196	165857	88827	44412	13158	3908	1562	179	56	287347	82611	45059	9010	499	165	66	34	11	0	0	0	0	0	339929
unclassified-kra_SRR26417347_.hist	470547774	87592306	19926459	7065014	3845885	2451729	1685744	1505854	1595293	813598	393924	194273	204274	337289	418487	605575	353823	147425	23453	12767	21243	34777	165189	321201	244438	135798	30663	9873	3290	1644	486	143	56	5	408408	92188	26503	14455	2890	159	52	20	9	2	0	0	0	0	0	359868
unclassified-kra_SRR26417076_.hist	460733857	148736498	24825499	9092986	5121378	3218812	2276293	1118376	635630	727160	848211	762447	292724	180815	224343	324637	514941	214558	34133	66922	126407	206947	162513	79664	170231	94571	21353	6875	6296	88153	238239	70787	28313	3265	1037	63	17	8	298948	16607	5534	2267	1202	449	73	23	9	2	0	283993
unclassified-kra_SRR26417279_.hist	461726649	87990514	18486888	6627926	3680120	2340331	1681964	1502477	1197332	610638	295656	206613	287254	474303	588486	197184	113670	47361	49978	123022	232375	279371	121059	35422	3693	11819	28128	75007	233820	116909	34638	10291	4115	473	149	8	82747	199577	39914	2216	737	301	158	58	8	1	0	0	0	269907
unclassified-kra_SRR26416935_.hist	479204195	110509602	21795970	7882353	4433780	2800277	2407182	1186576	560979	641758	748593	845909	324767	179530	160453	232185	368292	461129	73360	39939	56283	38084	180898	351745	72254	40140	9063	2917	6554	91756	250096	74310	29723	3427	1089	67	18	8	215779	66860	22285	9132	4846	1816	301	99	43	13	3	250545
unclassified-kra_SRR26417200_.hist	468706906	92479265	20990602	7379989	3945615	2517175	1507240	1346398	1600818	816416	395289	194946	158899	262367	325528	471058	438035	182513	29035	15807	14941	24460	116184	225913	262805	146002	32967	10615	3537	1767	522	154	60	6	351826	85314	24526	13377	2674	147	48	18	8	2	0	0	0	0	0	324939
unclassified-kra_SRR26417008_.hist	478738578	101531701	19937933	7258161	4118697	2605166	2295574	1515009	596533	504713	588733	665267	608754	336518	174137	136331	216249	288686	296883	161635	104843	32762	118566	230545	58557	32530	7344	2364	280106	140052	41495	12328	4930	567	179	10	1	293014	63384	3520	1172	479	253	94	14	3	0	0	0	289711
unclassified-kra_SRR26417142_.hist	462868243	85357026	19738133	6973253	3768085	2402867	1685810	1505913	1464645	746968	361664	233540	324691	536117	665182	236350	136248	56769	95717	235611	426502	133281	57754	16898	13450	43039	102433	273154	126060	63029	18674	5547	2218	254	80	4	244338	133274	26653	1479	492	200	105	38	5	0	0	0	0	326824
unclassified-kra_SRR26417245_.hist	457003843	87675418	20104361	7103078	3838919	2450660	1589403	1419794	1698704	866338	419460	206867	189606	313069	388437	562091	422282	175950	27991	15238	20011	32761	155615	302584	264564	146979	33187	10686	3561	1779	526	155	61	6	448194	58378	16782	9153	1829	100	32	12	5	1	0	0	0	0	0	368147
unclassified-kra_SRR26417281_.hist	452035405	89666703	20043970	7061569	3793140	2419742	1431455	1278701	1479349	754467	365294	180154	148669	245476	304571	440731	438878	182865	29091	15837	13743	22499	106873	207808	272249	151248	34151	10997	3664	1831	541	159	62	6	259801	129925	37352	20373	4073	225	74	29	14	4	0	0	0	0	0	315796
unclassified-kra_SRR26417261_.hist	475889770	98170190	20449113	7288478	4006454	2548137	1689147	1508893	1170360	596883	288996	266665	370745	612159	468879	149188	86001	37892	79773	196364	370909	121926	52833	15458	12217	39094	93044	248117	82704	41351	12251	3639	1454	166	52	19523	198152	108082	21615	1199	398	162	85	30	4	0	0	0	0	278843
unclassified-kra_SRR26417244_.hist	462484382	88134913	19274656	6828169	3710764	2365900	1465843	1309419	1431250	729936	353417	174296	161063	265941	329963	477475	369383	153908	24484	13329	19442	31829	151190	293981	190881	106044	23944	7709	2568	1283	379	111	43	4	397136	49981	14368	7836	1566	86	27	10	4	0	0	0	0	0	0	327296
unclassified-kra_SRR26417171_.hist	453377300	82491483	19061997	6720610	3615948	2312214	1441190	1287396	1824894	930695	450620	222234	141290	233292	289453	418855	626387	260993	41520	22604	14661	18749	89058	173168	326658	181476	40977	13195	4397	2197	650	192	75	7	462258	28890	8304	4528	904	49	15	5	1	0	0	0	0	0	0	378917
unclassified-kra_SRR26417060_.hist	473479840	92182293	18222112	6584661	3699734	2345499	1862017	1663317	654930	334013	361132	408078	567352	547166	283141	90089	51932	68218	143617	353517	263029	82195	35617	10421	11660	37312	88802	236804	114088	57043	16900	5020	2007	230	72	3	124234	179305	35860	1991	662	270	142	52	7	1	0	0	0	262636
unclassified-kra_SRR26417483_.hist	471861345	77569798	17150819	6143305	3405860	2167288	1646462	1470764	1194681	609286	295001	271934	378071	624256	387888	123417	71145	62860	132337	325751	274680	85836	37194	10882	12847	41111	97843	260916	96991	48494	14367	4268	1706	195	61	2	165896	156433	31285	1737	578	235	124	45	6	1	0	0	0	267797
unclassified-kra_SRR26417053_.hist	471141788	86185540	17503775	6346451	3582420	2270534	1921298	1644170	647391	361146	421266	476029	661826	365856	189319	80102	127057	169617	357088	194413	126105	39406	37056	72053	153967	115883	26166	8425	106909	174297	51642	15343	6136	706	223	12	2	253090	71254	3957	1318	539	285	105	16	4	1	0	0	267335
unclassified-kra_SRR26417002_.hist	468449569	107132806	22773082	8130031	4482002	2843899	2067101	1846516	755319	439864	513089	579789	701374	387719	200632	127154	201692	269253	281660	153347	99467	35239	167387	325473	19144	10634	2400	772	142097	251923	74642	22177	8870	1022	324	19	4	73520	243998	13554	4517	1850	981	366	60	19	7	1	0	263099
unclassified-kra_SRR26417337_.hist	426740831	87914955	20453625	7376039	3518940	2254726	1313759	1173564	1772686	937085	453714	223760	304503	502784	623823	198488	114421	47674	49278	121300	229122	375105	279640	81825	4812	2672	602	193	63	30	41124	82247	485293	55982	17811	1112	318	172	33	0	0	0	0	0	0	0	0	0	0	443300
unclassified-kra_SRR26417220_.hist	449124950	87967682	20259130	7092788	3753613	2404985	1244170	1111401	1678788	1106769	535871	264278	101463	149538	185538	268483	425869	568524	90446	49241	31939	11773	55923	108739	232360	211884	47843	15406	5134	2566	759	224	57889	173666	255413	15962	4588	2501	499	26	7	2	0	0	0	0	0	0	0	382040
unclassified-kra_SRR26417125_.hist	469846205	131092381	23759644	8622373	4873148	3068413	2297161	1128629	593459	678916	791936	829443	318446	176036	204395	295770	469152	213110	33903	73267	138392	226567	205069	60005	15743	50377	119897	142466	47487	23742	45417	90834	127968	14761	4695	292	83	44	180913	78275	26090	10691	5674	2126	353	116	51	16	4	247980
